ref,info
6315676087,"<tag k=""brand"" v=""Circle K""/><tag k=""brand:wikidata"" v=""Q3268010""/><tag k=""name"" v=""Circle K""/><tag k=""name:en"" v=""Circle k""/><tag k=""opening_hours"" v=""24/7""/><tag k=""shop"" v=""convenience""/>"
6315676089,"<tag k=""addr:housenumber"" v=""132""/><tag k=""addr:street"" v=""Đường Nguyễn Thái Học""/><tag k=""addr:unit"" v=""A""/><tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""Gaxeo""/>"
6315676090,"<tag k=""shop"" v=""jewelry""/>"
6315676091,"<tag k=""shop"" v=""clothes""/>"
6315676092,"<tag k=""shop"" v=""clothes""/>"
6315676093,"<tag k=""name:en"" v=""FamilyMart""/><tag k=""shop"" v=""supermarket""/>"
6315676095,"<tag k=""shop"" v=""clothes""/>"
6315676096,"<tag k=""shop"" v=""optician""/>"
6315676097,"<tag k=""shop"" v=""copyshop""/>"
6315676098,"<tag k=""shop"" v=""motorcycle""/>"
6315676099,"<tag k=""shop"" v=""copyshop""/>"
6315676103,"<tag k=""shop"" v=""mobile_phone""/>"
6315676685,"<tag k=""shop"" v=""car""/>"
6315676686,"<tag k=""brand"" v=""H&#38;M""/><tag k=""brand:wikidata"" v=""Q188326""/><tag k=""name"" v=""H&#38;M""/><tag k=""shop"" v=""clothes""/>"
6315676688,"<tag k=""amenity"" v=""cafe""/><tag k=""name:en"" v=""Tea""/>"
6315676689,"<tag k=""shop"" v=""shoes""/>"
6315676690,"<tag k=""shop"" v=""optician""/>"
6315679790,"<tag k=""shop"" v=""tyres""/>"
6315679791,"<tag k=""amenity"" v=""cafe""/><tag k=""name"" v=""Tous les Jours""/>"
6315679792,"<tag k=""shop"" v=""furniture""/>"
6315679794,"<tag k=""addr:street"" v=""Đường Hàm Nghi""/><tag k=""amenity"" v=""pharmacy""/>"
6315680995,"<tag k=""shop"" v=""beverages""/>"
6315680996,"<tag k=""shop"" v=""clothes""/>"
6315680997,"<tag k=""shop"" v=""clothes""/>"
6315680999,"<tag k=""addr:housenumber"" v=""104""/><tag k=""addr:street"" v=""Đường Hàm Nghi""/><tag k=""amenity"" v=""cafe""/>"
6315681000,"<tag k=""amenity"" v=""restaurant""/>"
6315681003,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Western Union""/>"
6315681004,"<tag k=""shop"" v=""mobile_phone""/>"
6315681005,"<tag k=""shop"" v=""car_repair""/>"
6315681586,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Vietin""/>"
6315681587,"<tag k=""amenity"" v=""kindergarten""/>"
6315683490,"<tag k=""shop"" v=""hairdresser""/>"
6315683491,"<tag k=""bus"" v=""yes""/><tag k=""highway"" v=""bus_stop""/><tag k=""name"" v=""Nguyễn Đình Chiểu""/><tag k=""public_transport"" v=""platform""/>"
6315683492,"<tag k=""amenity"" v=""bank""/><tag k=""brand"" v=""Sacombank""/><tag k=""brand:wikidata"" v=""Q6123772""/><tag k=""brand:wikipedia"" v=""vi:Ngân hàng thương mại cổ phần Sài Gòn Thương Tín""/><tag k=""name"" v=""Sacombank""/>"
6315683493,"<tag k=""shop"" v=""furniture""/>"
6315683494,"<tag k=""shop"" v=""motorcycle""/>"
6315683495,"<tag k=""shop"" v=""clothes""/>"
6315683496,"<tag k=""amenity"" v=""restaurant""/>"
6315685103,"<tag k=""name"" v=""Cửa Hàng Shynh House Premium""/><tag k=""name:en"" v=""Shynh House Beauty""/><tag k=""shop"" v=""beauty""/>"
6315685104,"<tag k=""amenity"" v=""restaurant""/><tag k=""name"" v=""Nhà Hàng Cơm Quê Mười Khó""/>"
6315685106,"<tag k=""amenity"" v=""shelter""/>"
6315685107,"<tag k=""name:de"" v=""Französisch""/><tag k=""shop"" v=""books""/>"
6315685192,"<tag k=""amenity"" v=""cafe""/><tag k=""name"" v=""Cà Phê Nguyên""/>"
6315685193,"<tag k=""amenity"" v=""pub""/>"
6315685194,"<tag k=""amenity"" v=""bank""/><tag k=""name"" v=""Sea Bank""/><tag k=""name:en"" v=""SeABank""/>"
6315685195,"<tag k=""amenity"" v=""atm""/><tag k=""operator"" v=""ATM sacom""/>"
6315685196,"<tag k=""amenity"" v=""restaurant""/><tag k=""name"" v=""Nhà Hàng Marukame Udon &#38; Tempura""/>"
6315685197,"<tag k=""shop"" v=""clothes""/>"
6315685200,"<tag k=""tourism"" v=""hotel""/>"
6315685201,"<tag k=""amenity"" v=""restaurant""/>"
6315685202,"<tag k=""shop"" v=""beauty""/>"
6315685290,"<tag k=""shop"" v=""clothes""/>"
6315685291,"<tag k=""shop"" v=""clothes""/>"
6315685292,"<tag k=""name:en"" v=""Sozvenir""/><tag k=""shop"" v=""gift""/>"
6315685293,"<tag k=""amenity"" v=""kindergarten""/>"
6315685294,"<tag k=""name:en"" v=""FamilyMart""/><tag k=""shop"" v=""supermarket""/>"
6315685295,"<tag k=""shop"" v=""supermarket""/>"
6315685296,"<tag k=""bench"" v=""yes""/><tag k=""bin"" v=""no""/><tag k=""bus"" v=""yes""/><tag k=""highway"" v=""bus_stop""/><tag k=""lit"" v=""no""/><tag k=""name"" v=""Nguyễn Trãi""/><tag k=""public_transport"" v=""platform""/><tag k=""shelter"" v=""yes""/>"
6315685989,"<tag k=""brand"" v=""Circle K""/><tag k=""brand:wikidata"" v=""Q3268010""/><tag k=""name"" v=""Circle K""/><tag k=""shop"" v=""convenience""/>"
6315685991,"<tag k=""name:en"" v=""Cervelo""/><tag k=""shop"" v=""bicycle""/>"
6315685992,"<tag k=""amenity"" v=""pharmacy""/>"
6315685993,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""ACB""/>"
6315685994,"<tag k=""addr:street"" v=""Đường Calmette""/><tag k=""shop"" v=""hairdresser""/>"
6315685996,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""VIB""/>"
6315685997,"<tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""Saigon special""/>"
6315686002,"<tag k=""amenity"" v=""cafe""/>"
6315686003,"<tag k=""shop"" v=""motorcycle""/>"
6315686004,"<tag k=""shop"" v=""hairdresser""/>"
6315686005,"<tag k=""amenity"" v=""shelter""/>"
6315686006,"<tag k=""amenity"" v=""restaurant""/>"
6315686008,"<tag k=""amenity"" v=""bank""/><tag k=""brand"" v=""BIDV""/><tag k=""brand:wikidata"" v=""Q1003180""/><tag k=""name"" v=""BIDV""/><tag k=""name:en"" v=""BIDV""/><tag k=""official_name"" v=""Ngân hàng Đầu tư và Phát triển Việt Nam""/><tag k=""official_name:en"" v=""Bank for Investment and Development of Vietnam""/><tag k=""official_name:vi"" v=""Ngân hàng Đầu tư và Phát triển Việt Nam""/>"
6315686009,"<tag k=""shop"" v=""motorcycle""/>"
6315686010,"<tag k=""shop"" v=""motorcycle""/>"
6315686288,"<tag k=""shop"" v=""furniture""/>"
6315686289,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Maritime""/>"
6315686290,"<tag k=""shop"" v=""motorcycle""/>"
6315686291,"<tag k=""name:en"" v=""Polygon""/><tag k=""tourism"" v=""hotel""/>"
6315686293,"<tag k=""check_date"" v=""2023-12-31""/><tag k=""level"" v=""0""/><tag k=""name"" v=""Familymart""/><tag k=""name:en"" v=""Familymart""/><tag k=""payment:cash"" v=""yes""/><tag k=""payment:mastercard"" v=""yes""/><tag k=""payment:visa"" v=""yes""/><tag k=""shop"" v=""supermarket""/><tag k=""wheelchair"" v=""yes""/>"
6315686294,"<tag k=""name"" v=""Thiên lý""/><tag k=""shop"" v=""shoes""/>"
6315686295,"<tag k=""shop"" v=""supermarket""/>"
6315686297,"<tag k=""amenity"" v=""restaurant""/>"
6315686298,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""CB""/>"
6315686299,"<tag k=""amenity"" v=""restaurant""/>"
6315686488,"<tag k=""amenity"" v=""cafe""/><tag k=""brand"" v=""Highlands Coffee""/><tag k=""brand:wikidata"" v=""Q5759361""/><tag k=""cuisine"" v=""coffee_shop;vietnamese""/><tag k=""name"" v=""Highlands Coffee""/><tag k=""name:en"" v=""Highlands Coffee""/><tag k=""takeaway"" v=""yes""/>"
6315686489,"<tag k=""name:en"" v=""Sanouva""/><tag k=""tourism"" v=""hotel""/>"
6315686491,"<tag k=""shop"" v=""motorcycle""/>"
6315686492,"<tag k=""amenity"" v=""dentist""/>"
6315686493,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Ocean""/>"
6315686494,"<tag k=""shop"" v=""hardware""/>"
6315686501,"<tag k=""shop"" v=""clothes""/>"
6315686502,"<tag k=""amenity"" v=""cafe""/>"
6315686503,"<tag k=""amenity"" v=""clinic""/>"
6315686504,"<tag k=""shop"" v=""clothes""/>"
6315686505,"<tag k=""name:en"" v=""GS25""/><tag k=""shop"" v=""supermarket""/>"
6315686506,"<tag k=""name"" v=""Circle K""/><tag k=""shop"" v=""supermarket""/>"
6315686508,"<tag k=""amenity"" v=""restaurant""/>"
6315686509,"<tag k=""shop"" v=""motorcycle""/>"
6315686586,"<tag k=""amenity"" v=""restaurant""/>"
6315686587,"<tag k=""amenity"" v=""restaurant""/>"
6315686590,"<tag k=""shop"" v=""hardware""/>"
6315686591,"<tag k=""shop"" v=""clothes""/>"
6315686592,"<tag k=""amenity"" v=""restaurant""/>"
6315686593,"<tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""Mr. Bistek""/>"
6315686594,"<tag k=""amenity"" v=""restaurant""/>"
6315686595,"<tag k=""amenity"" v=""pharmacy""/>"
6315686596,"<tag k=""amenity"" v=""restaurant""/>"
6315686597,"<tag k=""brand"" v=""FamilyMart""/><tag k=""brand:wikidata"" v=""Q1191685""/><tag k=""name"" v=""FamilyMart""/><tag k=""shop"" v=""convenience""/>"
6315686790,"<tag k=""amenity"" v=""restaurant""/>"
6315686791,"<tag k=""amenity"" v=""restaurant""/>"
6315686792,"<tag k=""shop"" v=""hairdresser""/>"
6315686793,"<tag k=""amenity"" v=""restaurant""/>"
6315686794,"<tag k=""amenity"" v=""restaurant""/>"
6315686795,"<tag k=""amenity"" v=""cafe""/>"
6315686796,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Exim""/>"
6315686797,"<tag k=""shop"" v=""clothes""/>"
6315686798,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Saigon Commercial""/>"
6315686799,"<tag k=""amenity"" v=""cafe""/><tag k=""name:en"" v=""Coffee Crew""/>"
6315686800,"<tag k=""amenity"" v=""cafe""/><tag k=""name:en"" v=""Leo Coffee""/>"
6315686801,"<tag k=""amenity"" v=""kindergarten""/>"
6315686807,"<tag k=""shop"" v=""car_repair""/>"
6315686808,"<tag k=""shop"" v=""furniture""/>"
6315686809,"<tag k=""shop"" v=""clothes""/>"
6315686810,"<tag k=""shop"" v=""motorcycle""/>"
6315686989,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""PVcom,""/>"
6315686990,"<tag k=""amenity"" v=""restaurant""/>"
6315686992,"<tag k=""shop"" v=""convenience""/>"
6315686993,"<tag k=""shop"" v=""gift""/>"
6315686994,"<tag k=""shop"" v=""supermarket""/>"
6315686995,"<tag k=""amenity"" v=""restaurant""/>"
6315686997,"<tag k=""amenity"" v=""restaurant""/>"
6315686998,"<tag k=""shop"" v=""wine""/>"
6315686999,"<tag k=""name:en"" v=""Circle k""/><tag k=""shop"" v=""supermarket""/>"
6315687004,"<tag k=""amenity"" v=""restaurant""/>"
6315687005,"<tag k=""shop"" v=""bakery""/>"
6315687006,"<tag k=""shop"" v=""motorcycle""/>"
6315687007,"<tag k=""shop"" v=""photo""/>"
6315687008,"<tag k=""shop"" v=""bicycle""/>"
6315687009,"<tag k=""shop"" v=""florist""/>"
6315687010,"<tag k=""amenity"" v=""dentist""/>"
6315687011,"<tag k=""amenity"" v=""motorcycle_parking""/>"
6315687012,"<tag k=""shop"" v=""travel_agency""/>"
6315687013,"<tag k=""amenity"" v=""restaurant""/>"
6315687014,"<tag k=""amenity"" v=""restaurant""/><tag k=""name"" v=""Nhà Hàng Phúc An Khang""/>"
6315687785,"<tag k=""brand"" v=""Ministop""/><tag k=""brand:wikidata"" v=""Q1038929""/><tag k=""name"" v=""Ministop""/><tag k=""name:en"" v=""Ministop""/><tag k=""shop"" v=""convenience""/>"
6315687786,"<tag k=""amenity"" v=""bank""/><tag k=""brand"" v=""BIDV""/><tag k=""brand:wikidata"" v=""Q1003180""/><tag k=""name"" v=""BIDV""/><tag k=""official_name"" v=""Ngân hàng Đầu tư và Phát triển Việt Nam""/><tag k=""official_name:en"" v=""Bank for Investment and Development of Vietnam""/><tag k=""official_name:vi"" v=""Ngân hàng Đầu tư và Phát triển Việt Nam""/>"
6315687787,"<tag k=""shop"" v=""florist""/>"
6315687788,"<tag k=""bus"" v=""yes""/><tag k=""highway"" v=""bus_stop""/><tag k=""name"" v=""Trần Đình Xu""/><tag k=""public_transport"" v=""platform""/>"
6315687794,"<tag k=""amenity"" v=""internet_cafe""/>"
6315687795,"<tag k=""amenity"" v=""cafe""/><tag k=""name:en"" v=""ViEn""/>"
6315687797,"<tag k=""shop"" v=""clothes""/>"
6315687819,"<tag k=""amenity"" v=""restaurant""/><tag k=""name"" v=""Nhà Hàng - Không Thể Thiếu Nhau""/>"
6315687985,"<tag k=""name:en"" v=""Second Hand""/><tag k=""shop"" v=""clothes""/>"
6315687986,"<tag k=""shop"" v=""clothes""/>"
6315687987,"<tag k=""shop"" v=""clothes""/>"
6315687988,"<tag k=""shop"" v=""motorcycle""/>"
6315687989,"<tag k=""shop"" v=""hairdresser""/>"
6315687990,"<tag k=""amenity"" v=""cafe""/>"
6315687991,"<tag k=""tourism"" v=""hotel""/>"
6315687993,"<tag k=""shop"" v=""clothes""/>"
6315688285,"<tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""King of Crab""/>"
6315688286,"<tag k=""shop"" v=""shoes""/>"
6315688287,"<tag k=""shop"" v=""clothes""/>"
6315688288,"<tag k=""shop"" v=""travel_agency""/>"
6315688289,"<tag k=""name:en"" v=""I care Center""/><tag k=""shop"" v=""computer""/>"
6315688291,"<tag k=""shop"" v=""hairdresser""/>"
6315688292,"<tag k=""shop"" v=""laundry""/>"
6315688485,"<tag k=""amenity"" v=""restaurant""/>"
6315688486,"<tag k=""amenity"" v=""cafe""/>"
6315688489,"<tag k=""shop"" v=""books""/>"
6315688490,"<tag k=""amenity"" v=""cafe""/>"
6315688491,"<tag k=""shop"" v=""mobile_phone""/>"
6315688497,"<tag k=""tourism"" v=""hotel""/>"
6315688498,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""CB""/>"
6315688499,"<tag k=""shop"" v=""furniture""/>"
6315688585,"<tag k=""shop"" v=""hairdresser""/>"
6315688586,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Sacom""/>"
6315688587,"<tag k=""amenity"" v=""cafe""/>"
6315688588,"<tag k=""shop"" v=""massage""/>"
6315688594,"<tag k=""shop"" v=""florist""/>"
6315688595,"<tag k=""amenity"" v=""restaurant""/>"
6315688885,"<tag k=""shop"" v=""clothes""/>"
6315688886,"<tag k=""amenity"" v=""cafe""/>"
6315688889,"<tag k=""shop"" v=""shoes""/>"
6315688890,"<tag k=""shop"" v=""motorcycle""/>"
6315688891,"<tag k=""amenity"" v=""restaurant""/>"
6315688892,"<tag k=""amenity"" v=""pharmacy""/>"
6315688893,"<tag k=""shop"" v=""beauty""/>"
6315688894,"<tag k=""shop"" v=""hairdresser""/>"
6315688896,"<tag k=""shop"" v=""massage""/>"
6315688910,"<tag k=""shop"" v=""motorcycle""/>"
6315688911,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""ACB""/>"
6315688912,"<tag k=""amenity"" v=""kindergarten""/>"
6315689085,"<tag k=""shop"" v=""clothes""/>"
6315689086,"<tag k=""leisure"" v=""fitness_station""/>"
6315689087,"<tag k=""shop"" v=""hairdresser""/>"
6315689093,"<tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""The drunken pot""/>"
6315690586,"<tag k=""amenity"" v=""restaurant""/>"
6315690587,"<tag k=""shop"" v=""electronics""/>"
6315690596,"<tag k=""shop"" v=""clothes""/>"
6315690597,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""LienViet""/>"
6315690603,"<tag k=""shop"" v=""motorcycle""/>"
6315691885,"<tag k=""name:en"" v=""Asian Ru0by select""/><tag k=""tourism"" v=""hotel""/>"
6315691985,"<tag k=""shop"" v=""clothes""/>"
6315691989,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Donga""/>"
6315692186,"<tag k=""amenity"" v=""place_of_worship""/><tag k=""name:en"" v=""Tempel""/>"
6315697787,"<tag k=""shop"" v=""optician""/>"
6315698885,"<tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""Vegdys""/>"
6315699085,"<tag k=""shop"" v=""motorcycle""/>"
6315699086,"<tag k=""name:de"" v=""Arbeitskleidung""/><tag k=""shop"" v=""clothes""/>"
6315699185,"<tag k=""shop"" v=""convenience""/>"
6315699186,"<tag k=""addr:housenumber"" v=""338""/><tag k=""addr:street"" v=""Đường Nguyễn Công Trứ""/><tag k=""addr:unit"" v=""A""/><tag k=""shop"" v=""hardware""/>"
6315699187,"<tag k=""name:en"" v=""Hell money""/><tag k=""shop"" v=""variety_store""/>"
6315699285,"<tag k=""shop"" v=""hardware""/>"
6316421552,"<tag k=""healthcare"" v=""yes""/><tag k=""name"" v=""Trung Tâm Chăm Sóc Sức Khoẻ Happy Plus Nhà Bè""/>"
6318125503,"<tag k=""shop"" v=""hardware""/>"
6318125504,"<tag k=""shop"" v=""clothes""/>"
6318125505,"<tag k=""amenity"" v=""cafe""/><tag k=""name:en"" v=""Tabak""/>"
6318125507,"<tag k=""amenity"" v=""cafe""/><tag k=""name"" v=""Cà Phê The Plus""/>"
6318125508,"<tag k=""addr:street"" v=""Đường Hàm Nghi""/><tag k=""amenity"" v=""cafe""/><tag k=""name"" v=""Katinat""/>"
6318125510,"<tag k=""shop"" v=""motorcycle""/>"
6318125511,"<tag k=""name"" v=""Khách Sạn &#38; Spa Alagon D&#39;antique""/><tag k=""tourism"" v=""hotel""/>"
6318125512,"<tag k=""name:en"" v=""Circle k""/><tag k=""shop"" v=""supermarket""/>"
6318125513,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Exim""/>"
6318125514,"<tag k=""name:en"" v=""TD Central Hotel""/><tag k=""shop"" v=""supermarket""/><tag k=""tourism"" v=""hotel""/>"
6318125515,"<tag k=""name:en"" v=""Lavender Boutique""/><tag k=""tourism"" v=""hotel""/>"
6318125518,"<tag k=""shop"" v=""clothes""/>"
6318125519,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Exum""/>"
6318125520,"<tag k=""name:en"" v=""Chanel""/><tag k=""shop"" v=""beauty""/>"
6318125521,"<tag k=""name:en"" v=""Circle k""/><tag k=""shop"" v=""supermarket""/>"
6318125522,"<tag k=""shop"" v=""wine""/>"
6318161292,"<tag k=""shop"" v=""motorcycle""/>"
6318161293,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Agri""/>"
6318161294,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""OCB""/>"
6318161297,"<tag k=""amenity"" v=""atm""/><tag k=""operator"" v=""Shb""/>"
6318161298,"<tag k=""name"" v=""Swanbay""/><tag k=""name:en"" v=""Swanbay""/><tag k=""office"" v=""estate_agent""/>"
6318161299,"<tag k=""shop"" v=""motorcycle""/>"
6318161301,"<tag k=""amenity"" v=""bank""/><tag k=""brand"" v=""VietinBank""/><tag k=""brand:wikidata"" v=""Q7928459""/><tag k=""brand:wikipedia"" v=""en:Vietinbank""/><tag k=""name"" v=""VietinBank""/>"
6318161303,"<tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""Kissho""/>"
6318161304,"<tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""Hem12""/>"
6318161305,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Vietcom""/>"
6318161306,"<tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""Mon""/>"
6318161308,"<tag k=""amenity"" v=""cafe""/><tag k=""name:en"" v=""Saigon Garden""/>"
6318161309,"<tag k=""addr:street"" v=""23 Đường Huỳnh Thúc Kháng, Bến Nghé, Quận 1, Hồ Chí Minh""/><tag k=""amenity"" v=""bar""/><tag k=""changing_table"" v=""no""/><tag k=""changing_table:fee"" v=""no""/><tag k=""internet_access"" v=""yes""/><tag k=""internet_access:fee"" v=""no""/><tag k=""name"" v=""Quán Bar The First""/><tag k=""opening_hours"" v=""11:00-14:00,17:00-01:00""/><tag k=""reservation"" v=""yes""/><tag k=""smoking"" v=""yes""/><tag k=""takeaway"" v=""no""/><tag k=""toilets"" v=""yes""/><tag k=""toilets:access"" v=""private""/><tag k=""toilets:wheelchair"" v=""no""/><tag k=""wheelchair"" v=""no""/>"
6318162388,"<tag k=""shop"" v=""tyres""/>"
6318162389,"<tag k=""addr:housenumber"" v=""154""/><tag k=""addr:street"" v=""Đường Nguyễn Công Trứ""/><tag k=""shop"" v=""beauty""/>"
6318162390,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Bac a""/>"
6318162392,"<tag k=""amenity"" v=""bank""/><tag k=""name"" v=""HD Bank""/>"
6318162393,"<tag k=""name:en"" v=""Vietcomreal""/><tag k=""office"" v=""estate_agent""/>"
6318162394,"<tag k=""name"" v=""Cửa Hàng Kẹo Ding Fung""/><tag k=""name:de"" v=""Hongkong Desdert""/><tag k=""shop"" v=""confectionery""/>"
6318163392,"<tag k=""name:en"" v=""Shop &#38; go""/><tag k=""shop"" v=""supermarket""/>"
6318163393,"<tag k=""amenity"" v=""cafe""/><tag k=""name"" v=""Katinat""/><tag k=""name:en"" v=""Katinat""/>"
6318163394,"<tag k=""amenity"" v=""cafe""/><tag k=""name"" v=""茶sis Teahouse""/>"
6318163396,"<tag k=""amenity"" v=""bank""/><tag k=""name"" v=""ACB Bank""/><tag k=""name:en"" v=""ACB""/>"
6318163397,"<tag k=""shop"" v=""clothes""/>"
6318167688,"<tag k=""amenity"" v=""restaurant""/>"
6318167786,"<tag k=""addr:street"" v=""Đường Nguyễn Công Trứ""/><tag k=""brand"" v=""Circle K""/><tag k=""brand:wikidata"" v=""Q3268010""/><tag k=""name"" v=""Circle K""/><tag k=""shop"" v=""convenience""/>"
6319103141,"<tag k=""shop"" v=""convenience""/>"
6319103152,"<tag k=""shop"" v=""clothes""/>"
6319103156,"<tag k=""shop"" v=""clothes""/>"
6319103158,"<tag k=""shop"" v=""jewelry""/>"
6319103159,"<tag k=""shop"" v=""jewelry""/>"
6319103165,"<tag k=""name:en"" v=""Hell money""/><tag k=""shop"" v=""variety_store""/>"
6319103169,"<tag k=""shop"" v=""shoes""/>"
6319103173,"<tag k=""shop"" v=""jewelry""/>"
6319103175,"<tag k=""shop"" v=""convenience""/>"
6319103178,"<tag k=""shop"" v=""supermarket""/>"
6319103182,"<tag k=""amenity"" v=""pharmacy""/>"
6319103184,"<tag k=""shop"" v=""laundry""/>"
6319103203,"<tag k=""addr:street"" v=""Đường Hàm Nghi""/><tag k=""amenity"" v=""pharmacy""/>"
6319103210,"<tag k=""shop"" v=""motorcycle""/>"
6319103213,"<tag k=""shop"" v=""motorcycle""/>"
6319103225,"<tag k=""shop"" v=""hardware""/>"
6319103226,"<tag k=""shop"" v=""motorcycle""/>"
6319103228,"<tag k=""name:en"" v=""Minimart""/><tag k=""shop"" v=""supermarket""/>"
6319103232,"<tag k=""shop"" v=""stationery""/>"
6319103239,"<tag k=""amenity"" v=""cafe""/>"
6319103241,"<tag k=""leisure"" v=""fitness_centre""/>"
6319103242,"<tag k=""shop"" v=""hairdresser""/>"
6319103243,"<tag k=""name:en"" v=""Brodard""/><tag k=""shop"" v=""bakery""/>"
6319103301,"<tag k=""amenity"" v=""cafe""/><tag k=""name:en"" v=""Japanit Matcha""/>"
6319111396,"<tag k=""amenity"" v=""bank""/><tag k=""atm"" v=""yes""/><tag k=""check_date"" v=""2024-01-03""/><tag k=""drive_through"" v=""no""/><tag k=""level"" v=""0""/><tag k=""name"" v=""VietBank""/><tag k=""name:en"" v=""VietBank""/>"
6319111397,"<tag k=""shop"" v=""supermarket""/>"
6319111399,"<tag k=""craft"" v=""tailor""/>"
6319111401,"<tag k=""amenity"" v=""cafe""/>"
6319111409,"<tag k=""amenity"" v=""pharmacy""/>"
6319111417,"<tag k=""shop"" v=""hardware""/>"
6319111422,"<tag k=""amenity"" v=""cafe""/><tag k=""name"" v=""Cà Phê Saigon Fusion""/><tag k=""name:en"" v=""Saigon Fusion""/>"
6319111424,"<tag k=""amenity"" v=""cafe""/><tag k=""name:en"" v=""Highlands""/>"
6319111435,"<tag k=""shop"" v=""beauty""/>"
6319111447,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""Vietin""/>"
6319111451,"<tag k=""amenity"" v=""cafe""/><tag k=""name"" v=""Cà Phê Anh""/>"
6319111452,"<tag k=""shop"" v=""bakery""/>"
6319111453,"<tag k=""name"" v=""Khách Sạn Sơn Tùng""/><tag k=""tourism"" v=""hotel""/>"
6319111454,"<tag k=""description"" v=""Cambodia (via Bavet): 5, 7, 8, 9, 10, 11:30, 12:30, 13:30, 15:30 (530k)""/><tag k=""highway"" v=""bus_stop""/><tag k=""name"" v=""Du Lịch Danh Danh""/><tag k=""office"" v=""travel_agent""/><tag k=""shop"" v=""travel_agency""/>"
6319111455,"<tag k=""amenity"" v=""bank""/><tag k=""name:en"" v=""ACB""/>"
6319111492,"<tag k=""amenity"" v=""cafe""/><tag k=""name"" v=""Cà Phê Share Tea""/><tag k=""start_date"" v=""1992""/>"
6319111496,"<tag k=""shop"" v=""confectionery""/>"
6319111499,"<tag k=""shop"" v=""clothes""/>"
6319112586,"<tag k=""shop"" v=""hardware""/>"
6319115293,"<tag k=""shop"" v=""hardware""/>"
6319115301,"<tag k=""shop"" v=""florist""/>"
6319115302,"<tag k=""amenity"" v=""kindergarten""/>"
6319115311,"<tag k=""amenity"" v=""restaurant""/><tag k=""name"" v=""Khè - Food Garden""/>"
6319115314,"<tag k=""amenity"" v=""restaurant""/>"
6319115317,"<tag k=""name:en"" v=""Mini""/><tag k=""shop"" v=""car""/>"
6319115321,"<tag k=""amenity"" v=""restaurant""/>"
6319115326,"<tag k=""shop"" v=""motorcycle""/>"
6319115331,"<tag k=""shop"" v=""electronics""/>"
6319115333,"<tag k=""amenity"" v=""restaurant""/>"
6319115337,"<tag k=""shop"" v=""clothes""/>"
6319115339,"<tag k=""shop"" v=""laundry""/>"
6319115342,"<tag k=""amenity"" v=""restaurant""/>"
6319115344,"<tag k=""amenity"" v=""restaurant""/><tag k=""name:en"" v=""Secret house""/>"
6319115349,"<tag k=""amenity"" v=""restaurant""/>"
6319115350,"<tag k=""shop"" v=""photo""/>"
6319115351,"<tag k=""name:en"" v=""Hellmoney""/><tag k=""shop"" v=""variety_store""/>"
6319115352,"<tag k=""shop"" v=""hairdresser""/>"
6319115353,"<tag k=""amenity"" v=""cafe""/><tag k=""name:en"" v=""Lacof""/>"
6319115354,"<tag k=""shop"" v=""beverages""/>"
6319115356,"<tag k=""highway"" v=""bus_stop""/><tag k=""name"" v=""Du Lịch Long Phương""/><tag k=""name:de"" v=""Busses to Phnom Penh""/><tag k=""shop"" v=""travel_agency""/>"
6319115357,"<tag k=""brand"" v=""Circle K""/><tag k=""brand:wikidata"" v=""Q3268010""/><tag k=""name"" v=""Circle K""/><tag k=""name:en"" v=""Circle k""/><tag k=""shop"" v=""convenience""/>"
